Name,URL,Created At
Zidovudine + Lamivudine Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-combination-antivirals-zidovudine-lamivudine-tablets-v2-/search,14.11.2025
Zidovudine Oral Liquid (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-antiviral-pyrimidines-zidovudine-oral-liquid-v2-/search,14.11.2025
Artemether + Lumefantrine Oral Liquid,/pharmaceutical-products-incl-contraceptives-and-vaccines-amebicides-and-trichomonacides-and-antiprotozoals-combination-antimalarials-artemether-lumefantrine-oral-liquid/search,14.11.2025
Levosalbutamol Respirator Solution for use in Nebulizer,/pharmaceutical-products-incl-contraceptives-and-vaccines-sympathomimetic-or-adrenergic-drugs-sympathomimetic-or-adrenergic-amino-alcohols-levosalbutamol-respirator-solution-for-use-in-nebulizer/search,14.11.2025
Linezolid Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-antibacterials-oxazolidinones-linezolid-injection/search,14.11.2025
Methyldopa Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-antihypertensive-drugs-antihypertensive-benzene-derivatives-and-benzimidazoles-and-benzofurans-and-catecholamines-methyldopa-tablets/search,14.11.2025
Micronized Progesterone Capsules,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-estrogen-progestin-or-internal-contraceptive-pregnanes-micronized-progesterone-capsules/search,14.11.2025
Multiple Electrolytes and Dextrose Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-combination-electrolytes-minerals-multiple-electrolytes-and-dextrose-injection/search,14.11.2025
Normal Saline (Sodium Chloride) Nasal Drops,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-electrolytes-normal-saline-sodium-chloride-nasal-drops/search,14.11.2025
Polygeline Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-hematolic-drugs-blood-plasma-substitutes-and-extenders-and-expanders-polygeline-injection/search,14.11.2025
Potassium Chloride Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-potassium-salts-potassium-chloride-injection/search,14.11.2025
Prednisolone Eye Drops,/pharmaceutical-products-incl-contraceptives-and-vaccines-corticosteroids-corticosteroid-pregnadienetriols-prednisolone-eye-drops/search,14.11.2025
Quinine Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-amebicides-and-trichomonacides-and-antiprotozoals-antiprotozoals-quinine-injection/search,14.11.2025
Scorpian Venom Antiserum Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-gastrointestinal-system-antidotes-and-emetics-scorpian-venom-antiserum-injection/search,14.11.2025
Sodium Chloride Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-electrolytes-sodium-chloride-injection/search,14.11.2025
Sodium Phosphate Enema,/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-gastrointestinal-system-laxatives-sodium-phosphate-enema/search,14.11.2025
Tamoxifen Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-antineoplastic-agents-hormones-and-antihormones-tamoxifen-tablets/search,14.11.2025
Verapamil Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-antihypertensive-drugs-antihypertensive-amines-verapamil-tablets/search,14.11.2025
Verapamil Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-antihypertensive-drugs-antihypertensive-amines-verapamil-injection/search,14.11.2025
Vincristine Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-antineoplastic-agents-antineoplastic-antibiotics-vincristine-injection/search,14.11.2025
Carbimazole Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-hormones-and-hormone-antagonists-thyroid-and-antithyroid-drugs-carbimazole-tablets/search,14.11.2025
Desvenlafaxine Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-antidepressants-antidepressant-alcohols-desvenlafaxine-tablets/search,14.11.2025
Disulfiram Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-central-nervous-system-drugs-anti-abuse-drugs-disulfiram-tablets/search,14.11.2025
Imipramine Tablets,/pharmaceutical-products-incl-contraceptives-and-vaccines-antidepressants-antidepressant-dibenzazepines-imipramine-tablets/search,14.11.2025
Risperidone Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-antipsychotics-antipsychotic-pyrimidines-risperidone-injection/search,14.11.2025
Budesonide Respirator Solution for use in Nebulizer,/pharmaceutical-products-incl-contraceptives-and-vaccines-corticosteroids-corticosteroid-glucocorticoids-budesonide-respirator-solution-for-use-in-nebulizer/search,14.11.2025
Dextrose Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-electrolytes-dextrose-injection/search,14.11.2025
Dextrose + Sodium Chloride Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-combination-electrolytes-minerals-dextrose-sodium-chloride-injection/search,14.11.2025
Insulin Premix Injection (30:70::Regular:NPH),/pharmaceutical-products-incl-contraceptives-and-vaccines-hormones-and-hormone-antagonists-antidiabetic-and-hyperglycemic-peptide-hormones-insulin-premix-injection-30-70-regular-nph-/search,14.11.2025
Aminophylline Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-sympathomimetic-or-adrenergic-drugs-sympathomimetic-or-adrenergic-amines-aminophylline-injection/search,14.11.2025
Isosorbide Dinitrate Tablet,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-diuretics-isosorbide-dinitrate-tablet/search,14.11.2025
Anti TB Drugs - Ethionamide 250 mg Tablets,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-anti-tb-drugs-ethionamide-250-mg-tablets/search,14.11.2025
Anti TB Drugs - Isoniazid 100mg Dispersible Tablet,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-anti-tb-drugs-isoniazid-100mg-dispersible-tablet/search,14.11.2025
Anti TB Drugs - Isoniazid 300 mg Tablet,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-anti-tb-drugs-isoniazid-300-mg-tablet/search,14.11.2025
Anti TB Drugs - Linezolid 600 mg Tablets,/drugs-and-pharmaceutical-productsold-antibacterials-oxazolidinones-anti-tb-drugs-linezolid-600-mg-tablets/search,14.11.2025
Anti TB Drugs - Moxifloxacin 400 mg Tablets,/drugs-and-pharmaceutical-productsold-antibacterials-quinolone-antibacterials-anti-tb-drugs-moxifloxacin-400-mg-tablets/search,14.11.2025
Anti TB Drugs - Pyrazinamide 500mgTablet,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-anti-tb-drugs-pyrazinamide-500mgtablet/search,14.11.2025
Anti TB Drugs - Pyrazinamide 750mg Dispersible Tablet,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-anti-tb-drugs-pyrazinamide-750mg-dispersible-tablet/search,14.11.2025
Anti TB Drugs - Pyridoxine 100 mg Tablets,/drugs-and-pharmaceutical-productsold-drugs-affecting-the-respiratory-tract-combination-antituberculars-anti-tb-drugs-pyridoxine-100-mg-tablets/search,14.11.2025
Ketoconazole Lotion,/pharmaceutical-products-incl-contraceptives-and-vaccines-antifungal-drugs-antifungal-imidazoles-ketoconazole-lotion/search,14.11.2025
Anti TB Drugs - Pyridoxine 50mg Tablets,/drugs-and-pharmaceutical-productsold-drugs-affecting-the-respiratory-tract-combination-antituberculars-anti-tb-drugs-pyridoxine-50mg-tablets/search,14.11.2025
First Line Anti TB Drugs for NTEP - Ethambutol 800 mg Tablet,/drugs-and-pharmaceutical-productsold-antibacterials-antitubercular-drugs-first-line-anti-tb-drugs-for-ntep-ethambutol-800-mg-tablet/search,14.11.2025
Ketoconazole Cream,/pharmaceutical-products-incl-contraceptives-and-vaccines-antifungal-drugs-antifungal-imidazoles-ketoconazole-cream/search,14.11.2025
Minoxidil Topical Solution,/pharmaceutical-products-incl-contraceptives-and-vaccines-antihypertensive-drugs-antihypertensive-pyridines-minoxidil-topical-solution/search,14.11.2025
Sterile Water for Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-electrolytes-sterile-water-for-injection/search,14.11.2025
Ayurvedic Classical Medicines - Arishta,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-arishta/search,14.11.2025
Ayurvedic Classical Medicines - Arka,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-arka/search,14.11.2025
Ayurvedic Classical Medicines (Asava),/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-asava/search,14.11.2025
Ayurvedic Classical Medicines - Avaleha and Pak,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-avaleha-pak/search,14.11.2025
Ayurvedic Classical Medicines - Choorna,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-choorna/search,14.11.2025
Ayurvedic Classical Medicines - Ghrita,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-ghrita/search,14.11.2025
Ayurvedic Classical Medicines - Guggulu,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-guggulu/search,14.11.2025
Ayurvedic Classical Medicines (Kvatha),/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-kvatha/search,14.11.2025
Ayurvedic Classical Medicines - Lauha,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-lauha/search,14.11.2025
Ayurvedic Classical Medicines - Lepa,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-lepa/search,14.11.2025
Ayurvedic Classical Medicines - Mandoor,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-mandoor/search,14.11.2025
Ayurvedic Classical Medicines - Parpati,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-parpati/search,14.11.2025
Ayurvedic Classical Medicines - Pishti,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-pishti/search,14.11.2025
Ayurvedic Classical Medicines - Rasa,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-rasa/search,14.11.2025
Ayurvedic Classical Medicines - ShuddhaDravya,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-shuddhadravya/search,14.11.2025
Ayurvedic Classical Medicines - Taila,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-taila/search,14.11.2025
Ayurvedic Classical Medicines - Varti,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-varti/search,14.11.2025
Ayurvedic Classical Medicines - Vati and Gutika,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-vati-gutika/search,14.11.2025
Ayurvedic Classical Medicines -Bhasma,/drugs-and-pharmaceutical-productsold-herbal-drugs-ayurvedicmedicines-ayurvedic-classical-medicines-bhasma/search,14.11.2025
Unani Classical Medicines - Araq,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-araq/search,14.11.2025
Unani Classical Medicines - HABB and Qur,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-habb-qurs/search,14.11.2025
Unani Classical Medicines - Itrifal,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-itrifal/search,14.11.2025
Unani Classical Medicines - Jawarish,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-jawarish/search,14.11.2025
Unani Classical Medicines - Khamira,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-khamira/search,14.11.2025
Unani Classical Medicines - Sharbat,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-sharbat/search,14.11.2025
Unani Classical Medicines -Kushta,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-kushta/search,14.11.2025
Unani Classical Medicines - Majoon,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-majoon/search,14.11.2025
Unani Classical Medicines -Marham,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-marham/search,14.11.2025
Unani Classical Medicines (Raughan),/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-raughan/search,14.11.2025
Unani Classical Medicines -Safoof,/drugs-and-pharmaceutical-productsold-herbal-drugs-unani-medicines-unani-classical-medicines-safoof/search,14.11.2025
BCG Vaccine under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-bcg-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
BOP Vaccine under Universal Immunization programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-bop-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
DPT vaccine (adsorbed) under Universal Immunization programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-dpt-vaccine-adsorbed-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Hep _ B Vaccine Under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-hep-b-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
IP Vaccine under Universal Immunization programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-ip-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
JE Inactivated Vaccine under Universal Immunization programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-je-inactivated-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Pneumococcal Conjugate Vaccine (PCV) Vaccine under Universal Immunization programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-pneumococcal-conjugate-vaccine-pcv-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Measles- Rubella (MR) Vaccine under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-measles-rubella-mr-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Pentavalent Vaccine under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-pentavalent-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Rotavirus Vaccine under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-rotavirus-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
Tetanus Toxoid with Adult Diphtheria (Td) Vaccine under Universal Immunization Programme of MoHFW,/drugs-and-pharmaceutical-productsold-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-tetanus-toxoid-with-adult-diphtheria-td-vaccine-under-universal-immunization-programme-of-mohfw/search,14.11.2025
rdESAT-6 and rCFP-10 Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-immunomodulating-drugs-vaccines-and-antigens-and-toxoids-rdesat-6-and-rcfp-10-injection/search,14.11.2025
Condoms for Family Planning Programme,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-combination-contraceptives-and-estrogens-condoms-for-family-planning-programme/search,14.11.2025
Condoms (Free Supply) for Family Planning Programme,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-combination-contraceptives-and-estrogens-condoms-free-supply-for-family-planning-programme/search,14.11.2025
Emergency Contraceptives Pills (ECP) for Family Planning Programme,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-estrogen-progestin-or-internal-contraceptive-norpregnenes-emergency-contraceptives-pills-ecp-for-family-planning-programme/search,14.11.2025
Injectable Contraceptive (Antara) for Family Planning Programme,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-estrogen-progestin-or-internal-contraceptive-estrenes-injectable-contraceptive-antara-for-family-planning-programme/search,14.11.2025
Condoms (Free Supply for NACO),/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-combination-contraceptives-and-estrogens-condoms-free-supply-for-naco-/search,14.11.2025
Centchroman Tablets (Chhaya) For Family Welfare Programme of MOHFW,/pharmaceutical-products-incl-contraceptives-and-vaccines-estrogens-and-progestins-and-internal-contraceptives-estrogen-progestin-or-internal-contraceptive-estrenes-centchroman-tablets-chhaya-for-family-welfare-programme-of-mohfw/search,14.11.2025
Ivermectin Tablets for NCVBDCP,/pharmaceutical-products-incl-contraceptives-and-vaccines-anthelmintics-anthelmintic-macrolides-ivermectin-tablets-for-ncvbdcp/search,14.11.2025
Miltefosine Capsules for NVCBDCP,/pharmaceutical-products-incl-contraceptives-and-vaccines-amebicides-and-trichomonacides-and-antiprotozoals-amebicides-and-trichomonacides-miltefosine-capsules-for-nvcbdcp/search,14.11.2025
Compression Testing Machine,/measuring-and-observing-and-testing-instruments-manual-test-kits-and-quality-controls-and-calibrators-and-standards-compression-testing-machine/search,13.11.2025
Abacavir + Lamivudine Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-combination-antivirals-abacavir-lamivudine-tablets-v2-/search,13.11.2025
Abacavir Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-antiviral-nucleosides-abacavir-tablets-v2-/search,13.11.2025
Acebrophylline + Acetylcysteine Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-decongestants-expectorants-and-mucolytics-acebrophylline-acetylcysteine-tablets-v2-/search,13.11.2025
Acebrophylline + MonteluKast Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-decongestants-expectorants-and-mucolytics-acebrophylline-montelukast-tablets-v2-/search,13.11.2025
Acetazolamide Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-central-nervous-system-drugs-anticonvulsants-acetazolamide-tablets-v2-/search,13.11.2025
Actinomycin D Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antibacterials-actinomycines-and-bacitracins-and-chloramphenicols-and-cyclic-peptide-antibacterials-and-glycylcyclines-actinomycin-d-injection-v2-/search,13.11.2025
Acyclovir Ointment (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-antiviral-guanines-acyclovir-ointment-v2-/search,13.11.2025
Acyclovir Oral Liquid (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-antiviral-guanines-acyclovir-oral-liquid-v2-/search,13.11.2025
Acyclovir Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-antiviral-guanines-acyclovir-tablets-v2-/search,13.11.2025
Adenosine Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiarrythmics-and-antianginals-and-cardioplegics-and-drugs-for-heart-failure-antiarrythmic-purines-adenosine-injection-v2-/search,13.11.2025
Adrenaline Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-sympathomimetic-or-adrenergic-drugs-sympathomimetic-or-adrenergic-amino-alcohols-adrenaline-injection-v2-/search,13.11.2025
Allopurinol Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-agents-affecting-water-and-electrolytes-antigout-drugs-allopurinol-tablets-v2-/search,13.11.2025
Ambroxol + Levocetirizine + Montelukast Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-decongestants-expectorants-and-mucolytics-ambroxol-levocetirizine-montelukast-tablets-v2-/search,13.11.2025
Ambroxol Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-decongestants-expectorants-and-mucolytics-ambroxol-tablets-v2-/search,13.11.2025
Amiodarone Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiarrythmics-and-antianginals-and-cardioplegics-and-drugs-for-heart-failure-antiarrythmic-benzofurans-amiodarone-injection-v2-/search,13.11.2025
Amiodarone Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiarrythmics-and-antianginals-and-cardioplegics-and-drugs-for-heart-failure-antiarrythmic-benzofurans-amiodarone-tablets-v2-/search,13.11.2025
Amitriptyline Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antidepressants-antidepressant-dibenzocycloheptenes-amitriptyline-tablets-v2-/search,13.11.2025
Ammonium Chloride + Bromhexine + Dextromethorphan + Menthol Syrup (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antihistamines-or-h1-blockers-combination-antihistamines-with-analgesics-antitussives-decongestants-or-expectorants-ammonium-chloride-bromhexine-dextromethorphan-menthol-syrup-v2-/search,13.11.2025
Artemether + Lumefantrine Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-amebicides-and-trichomonacides-and-antiprotozoals-combination-antimalarials-artemether-lumefantrine-tablets-v2-/search,13.11.2025
Atazanavir + Ritonavir Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antiviral-drugs-combination-antivirals-atazanavir-ritonavir-tablets-v2-/search,13.11.2025
Atracurium Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-autonomic-nervous-system-drugs-neuromuscular-blocking-agents-atracurium-injection-v2-/search,13.11.2025
Azathioprine Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-immunomodulating-drugs-immunosupressant-purines-azathioprine-tablets-v2-/search,13.11.2025
Baclofen Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-autonomic-nervous-system-drugs-neuromuscular-blocking-agents-baclofen-tablets-v2-/search,13.11.2025
Benzoyl Peroxide Gel (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-ears-eye-nose-and-skin-dermatologic-agents-benzoyl-peroxide-gel-v2-/search,13.11.2025
Betamethasone Injection (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-corticosteroids-corticosteroid-pregnadienetriols-betamethasone-injection-v2-/search,13.11.2025
Betamethasone Valerate Cream (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-corticosteroids-corticosteroid-pregnadienetriols-betamethasone-valerate-cream-v2-/search,13.11.2025
Bicalutamide Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antineoplastic-agents-hormones-and-antihormones-bicalutamide-tablets-v2-/search,13.11.2025
Bisacodyl Tablets (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-gastrointestinal-system-laxatives-bisacodyl-tablets-v2-/search,13.11.2025
Brimonidine Drops (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-ears-eye-nose-and-skin-ophthalmic-agents-brimonidine-drops-v2-/search,13.11.2025
Brimonidine Tartrate + Timolol Maleate Drops (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-ears-eye-nose-and-skin-combination-antiglaucoma-ophthalmic-and-eye-related-agents-and-preparations-brimonidine-tartrate-timolol-maleate-drops-v2-/search,13.11.2025
Bromhexine + Guaifenesin + Menthol + Terbutaline Syrup (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-antihistamines-or-h1-blockers-combination-antihistamines-with-analgesics-antitussives-decongestants-or-expectorants-bromhexine-guaifenesin-menthol-terbutaline-syrup-v2-/search,13.11.2025
Budesonide + Formoterol Fumarate Respules (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-combination-antiasthma-agents-budesonide-formoterol-fumarate-respules-v2-/search,13.11.2025
Budesonide + Levosalbutamol Respules (V2),/pharmaceutical-products-incl-contraceptives-and-vaccines-drugs-affecting-the-respiratory-tract-combination-antiasthma-agents-budesonide-levosalbutamol-respules-v2-/search,13.11.2025
Pre - School Education (PSE) Kit for The State of Bihar,/musical-instruments-and-games-and-toys-and-arts-and-crafts-and-educational-equipment-and-materials-and-accessories-and-supplies-toys-and-games-games-pre-school-education-pse-kit-for-the-state-of-bihar/search,12.11.2025
Hand Held Metal Detector as per MHA QR,/law-enforcement-and-national-security-and-security-and-safety-equipment-and-supplies-security-surveillance-and-detection-surveillance-and-detection-equipment-hand-held-metal-detector-as-per-mha-qr/search,11.11.2025
Tarpaulins Made from High Density Polyethylene (HDPE) Woven Fabrics (V3) Conforming to IS 7903,/securing-and-protecting-supplies-tarpaulins-made-from-high-density-polyethylene-hdpe-woven-fabrics-v3-conforming-to-is-7903/search,11.11.2025
SPECIAL PROOFED PAULINS ( TARPAULINS) (V2) Conforming to IS 2789,/securing-and-protecting-supplies-special-proofed-paulins-tarpaulins-v2-conforming-to-is-2789/search,11.11.2025
Cotton Yarn Waste (V2) as per IS 5485,/mineral-and-textile-and-inedible-plant-and-animal-materialsold-scrap-and-waste-materials-non-metallic-waste-and-scrap-cotton-yarn-waste-v2-as-per-is-5485/search,11.11.2025
Manjire(V2),/musical-instruments-and-games-and-toys-and-arts-and-crafts-and-educational-equipment-and-materials-and-accessories-and-supplies-musical-instruments-and-parts-and-accessories-percussion-instruments-manjire-v2-/search,11.11.2025
ENT Head Light (V2),/medical-exam-light-or-lamps-ent-head-light-v2-/search,10.11.2025
Energy Meter Test Bench,/measuring-and-observing-and-testing-instruments-electrical-measuring-and-testing-equipment-and-accessories-energy-meter-test-bench/search,07.11.2025
GALVANIZED MILD STEEL FIRE BUCKET (V2) Conforming to IS 2546,/law-enforcement-and-national-security-and-security-and-safety-equipment-and-supplies-fire-protection-fire-fighting-equipment-galvanized-mild-steel-fire-bucket-v2-conforming-to-is-2546/search,07.11.2025
multicable winch,/multicable-winch/search,07.11.2025
Maps,/developmental-and-professional-teaching-aids-and-materials-and-accessories-and-supplies-geography-and-map-skills-resources-and-accessories-maps/search,07.11.2025
Moxifloxacin Eye Drops,/pharmaceutical-products-incl-contraceptives-and-vaccines-antibacterials-quinolone-antibacterials-moxifloxacin-eye-drops/search,07.11.2025
Levobupivacaine Injection,/pharmaceutical-products-incl-contraceptives-and-vaccines-anaesthetic-drugs-and-related-adjuncts-and-analeptics-anaesthetic-amides-levobupivacaine-injection/search,07.11.2025
FOAM CONCENTRATE FOR PRODUCING MECHANICAL FOAM FOR FIRE FIGHTING (V2) Conforming to IS 4989,/law-enforcement-and-national-security-and-security-and-safety-equipment-and-supplies-fire-protection-fire-fighting-equipment-foam-concentrate-for-producing-mechanical-foam-for-fire-fighting-v2-conforming-to-is-4989/search,06.11.2025
POLYETHYLENE FILMS AND SHEETS (V3) Conforming to IS 2508,/plastic-films-polyethylene-films-and-sheets-v3-conforming-to-is-2508/search,06.11.2025
MS Structural Plate as per IS 2062 (Unit - Quantity),/structural-materials-plates-m-s-structural-plate-as-per-is-2062-unit-quantity-/search,06.11.2025
